Customer Id,Product Id,Review Body,Review Year,Review Headline,Star Rating
,2242052,"At some point, Tom Clancy moved from being a great technothriller writer to a strident right-wing journeyman pedestrian page filler.  I think this was the book where that turn became obvious.  While there are excellent technical details and the novel moves at a fairly rapid pace, there are also many strident pages full of racist stereotypes.  Unfortunately Clancy also tries his hand at writing sex scenes and he is embarrassingly bad it.  A disappointment.",04/05/2014 0:00,It's OK,2
,2242052,"Finally, a novel by Clancy that's not techno-porn. And, really, that's why it's both the highest-rated and best of his works. Unlike, say, a good third of Cardinal of the Kremlin (which was also good) or a good half of Sum of All Fears, this is driven by character and plot development, not technology. In addition, this novel doesn't star Jack Ryan and doesn't deal with the Cold War (comparatively). Maybe Clancy should've stuck with this type of writing.Yes, this is a good novel. Clancy includes some of the espionage-type of narrative without actually dealing with spies or international politics, and he even wraps up all the subplots nicely. Since there aren't a thousand things going on at all times, like in most of his other works, he can focus on believability with this one. Without going into details, for instance, the change in Sandy's attitudes about what John does is natural. The foundation of Clark's methods, attitudes, and profession here are both fascinating and believable. This is a very engaging read with an intriguing, well-developed plot that focuses on character development and not every detail in both the construction and detonation of a hydrogen bomb. That is why all the reviews here and elsewhere paint this as the best of Clancy's novels (or among the best) and why it's a great read even without knowing every detail of decades of Jack Ryan's life. Recommended.",08/21/2009 0:00,A non-Clancy Clancy novel,5
,2242052,"You just can't go wrong with Clancy.  He is easily the best espionage/war writer on the market currently.  No one can create a complex, interwoven storyline like his.  His research is outstanding, his fact checking impeccable, and his characters fascinating.",03/10/2005 0:00,Clancy at his best,5
,2242052,I've read most all of Mr. Clancy's novels and John Clark is probably my favorite character in all of his books. This novel explains Clark's whole existence in a very real and believable way so any reader that picks up a Jack Ryan or Rainbow Six Novel will be well informed not only about Mr. Clark but several other main characters in a lot of other novels as well without having to scratch there heads trying to figure out where these particular people come from. Plus it's a great standalone novel all by itself.,02/23/2014 0:00,Without Remorse is a must read if you enjoy the the Jack Ryan series.,5
,2242052,"This is the Tom Clancy before the horrible Red Rabbit and the long and also horrible the bear and the Dragon. What I mean is that this is Tom Clancy at his best. This is my fav Clancy novel. It is about John Kelly whose wife has just died, and months meets a woman who he finds out had a terrible past. He tries to help her but then she dies also and Kelly sets out to punish the men who did that to her. Meanwhile there are American soldiers trapped in a Vietnamese camp and the American Government wants Kelly to help them rescue them. It is an action packed novel. If you like Tom Clancy novels, this is one novel you must not miss. To my opinion this is Clancy's best novel.",10/13/2003 0:00,Clancy at His prime,5
,2242052,"This story is set in Tom Clancy's Jack Ryan series.  By the chronology of that series it is the first book, but should NOT be read first.  In order to appreciate its finer points, readers should be familiar with CIA operative John Clark and his behind-the-scenes role.  This is John Clark's backstory.John Clark was once John Kelly, a Navy SEAL and Vietnam veteran.  He sails, dives and enjoys life.  When his girlfriend is killed by drug dealers, John is devastated.  His anguish turns to rage as he learns about the trafficking in drugs and human lives in his city, unnoticed by John and almost everyone else.  He puts his combat skills back to work as he stalks and kills violent criminals.  He also begins working for the Federal government on very similar missions.  It becomes increasingly likely that his two lives will collide.This is an excellent book which explains much about the skills, attitudes and loyalties John Clark demonstrates throughout the Jack Ryan series.  Several familiar faces appear briefly in the story, making intriguing connections.  Well-read Tom Clancy fans will enjoy these revelations, but they are not necessary to follow the story.  The story itself is a good one, but has some very disturbing events and implications.  Not for the squeamish.",06/12/2012 0:00,How Clark Kent Became Superman,5
,2242052,"This is by far my favorite Clancy book, and I would recommend it to anyone who is interested in the Jack Ryan series, or anyone with an interest in military fiction. It is definitely a 4-5 star book.The reason that I give it 3 stars is the Kindle conversion. The formatting is just not professional enough for a Kindle book priced at $6-$7. There are a LOT of misspelled words, and many of them aren't even properly-spelled but wrong words -- they are just gibberish. Also, Clancy makes heavy use of italicized text, which the Kindle version tends to munge up. If it was one or two, I could live with it, but it's at least one every few pages, and some have so many that it distracts from the story.Summary: great story, fantastic writing, just a horrible editing job in the Kindle version.",03/12/2010 0:00,"Great book, bad Kindle conversion",3
,2242052,"This should be a movie and William Defoe has just got to play Kelly/Clark!This is a definate departure for Clancy to focus closely on a single plot line, but he pulls it off expertly.  If you haven't read the earlier books, read them first.  This one is intended to fill in the dark background of the character you've already come to appreciate - and what a dark background it is!  And who wouldn't want to step into his shoes vicariously, brutally deal with some of the scum in the world (without any remorse), and get away with it all?  Sign me up!",03/24/2001 0:00,This Should Be a Movie! Great Stuff!,5
,2242052,"Clancy shows a much more human side to his characters in this story.  The people are no longer simply soldiers, but now they are people with real feelings and values.  There is minimal &quot;military action&quot; in  comparison to many earlier Clancy novels, however, this is actually good.  As I read Without Remorse, I could almost feel the hurt, anguish, and  (later) satisfaction of retribution.  This book takes you on a real  emotional roller-coaster.",05/14/1999 0:00,THIS IS THE BEST CLANCY BOOK OUT THERE!,5
,2242052,as with all tom clancy books its a keeper. the man had a real talent for making his books page turners and always interesting. read them all.,03/04/2014 0:00,without remorse,5
,2242052,"Tom Clancy once again writes another great book.  His focus is on one character in this book. So this would be a good book to start with if you have never read Clancy before. If you like his works, this is a must. I  could not put it down. This is a wounderfully developed character. This  could also be titled, &quot;The making of a great agent.&quot;",06/18/2000 0:00,Introducing John Clark,5
,2242052,Without Remorse gave the backstory on one of the most secretive and coolest character in the Clancy series.  Although this installment in the series started off kind off slow it soon became action packed and I think  it contained some of the coolest fight scenes in the entire series.  Learning about John Clark's past also made him a much deeper character andn  explained much of the mystery in the earlier books,02/11/2000 0:00,Pedro's Review,4
,2242052,"Having read all of Tom Clancy's books, this is the gem that stands out way above all the rest.  It has adventure and danger, as do all his books, but it deals with love and heartbreak to a degree not seen in his other books.  This book is very much about honor and duty, sacrifice and betrayal.  There are many segments of this book which are unforgettable!  This book is one of a kind in its genre and is well deserving of the label &quot;Modern  Classic.&quot;  In this book we see the beginnings of a central character in several Clancy books written earlier, but chonologically later in time, the enigmatic Mr Clark.  No problem is too difficult for Mr Clark in the other novels, and now we know why.  I strongly encourage all adventure/espionage genre fans to read this book, as well as other readers looking for a compelling read.  This is the best of Tom Clancy and that is saying something very strong indeed.",05/21/2003 0:00,The Best of Tom Clancy and More!,5
,2242052,"I used to read Clancy's novels, such as \Red October\"" and \""Clear and Present Danger",,later known as the infamous Mr. Clark,
,2242052,"This is the story of how John Kelly became Mr. Clark, the CIA operative that plays such a big part of early Clancy books. It begins with Vietnam veteran Kelly in the midst of getting over his wife's death. He has a chance meeting with a pretty young woman and a night of passion quickly turns to love. The girl's past soon comes back to haunt her however as the pimps she escaped from find her. Kelly is sent reeling with another death of someone close to him. He vows revenge on the entire gang of drug dealers and discovers there are many more girls like the one he loved that need help.While Kelly is carrying out his plans, he is also recruited by the military to run an operation that sends him back to Vietnam. American POWs have been found there. Kelly is put in charge of designing a mission, training the men and leading them to rescue the prisoners.Without Remorse wasn't one of my favorite Clancy books. The Vietnam POW story line isn't heavy enough and the final raid is anticlimactic. The story line with the girl and the drug gang takes up the bulk of the book and while it's interesting to a point, it also goes on too long. I got bored during much of that plot. The book as a whole was trying to show why Mr. Clark can do the things he does but for me it didn't achieve that goal.",08/10/2013 0:00,"Too much of one story line, not enough of the other",3
,2242052,Lots of action an suspense.  Great characters.  I couldn't put it down.  Clancy is a great writer.  I can't wait to read the rest of his books.,01/30/2014 0:00,Great book,5
,2242052,"Without Remorse is without a doubt ONE OF MY FAVORITE CLANCY NOVELS! John Kelly (Codename: Clark) is a CIA analyist and former Navy SEAL. Now this his is younger days working for the CIA back in the 60's during the war in Nam, and he did some secret covert missions for the CIA. Clark picks up a prostitute named Pam, and Clark befriends her since she has no family, and she tells Clark about what the pushers do to her and this is how she makes her money, so with anger flowing through his blood, Clark is ambushed by the pushers in the ghetto, and Pam is taken from the jeep and is tortured and beaten. Now with Pam dead, John decides to get back at them by bringing them war, since they asked for it, and they got it.Now with John fighting the pushers, John befriends Sandy, a doctor at the local hospital for Pam, and they become close, and she does not know what John is doing since he keeps it quiet. Now John is sent to North Vietnam to rescue a down F-14 Tomcat fighter pilot being held prisoner by the North Vietnamese and the Soviets. So with the pushers put on the side, he goes to Nam and he does what he has to do, and he gets out. He then comes back to America, and killing al of the pushers who had the hand in killing Pam, he now confronts the main gun in the drug pin, so he gets his revenge, and joins the CIA, so with the pushers dead, and the police on him for murders of the other pushers he killed earlier, the cops are on his tale, and Emmit Ryan (Jack Ryan's father) is on the case, and now it has gone cold, but he has a suspect: John Kelly. So with the help of the CIA, they faked John's death and they give him a new name; John Clark.The novel is very exciting, and this is a must read for any new of old Tom Clancy fan out there. Ignore his new stuff with caution, just stick to The Hunt For Red October to Rainbow Six.",01/26/2004 0:00,The mysterious background of John  Kelly (Codename: Clark),5
,2242052,"I haven't read much Clancy since I was a teen reading Red Storm Rising which I liked a lot.  This book however was a disappointment.  First of all there's too many different stories happening at once.  It's got spy tales and intrigue (a left wing activist and his KGB contacts), police procedural with Det. Ryan (Jack Ryan's dad), Mafia connections and drug dealing, the usual high tech military aspects with all the jargon, and a long drawn out POW rescue attempt in Vietnam. By far the worst and main story is of Navy Seal/CIA recruit superhero John Kelly/Clark and his bloodthirsty goal of revenge.John's wife was killed in a tragic car accident 6 months earlier and so he picks up a skinny and beat down looking hitchhiker off the street and takes her to his boat.  Almost immediate she pushes him down onto the deck and makes love to him. There is supposedly a connection because each sees each others pain and suffering and understands each other.  She doesn't mind that the blood type of at least three different men must still be inside her from the previous night of being treated like a dog by her pimps and drug pushers before she escaped.  Well soon she is killed and Kelly goes on his revenge rampage by just sneaking up to drug pushers dressed as a drunken hobo and shooting them point blank.  Sometimes he doesn't even ask any questions of them yet he always knows where to go to next.  After one double homicide, Kelly is escaping the scene when he sees a nurse being threatened with a knife by a kid who wants money.  He quickly dislocates the kids shoulder takes his knife and drives it through his skull.  Eventually, he gets all the bad guys and suffers no consequences.  In fact he gets a job at the CIA.In Clancy's Vietnam, all the aviators and POWs are of course heroes and the Vietnamese are routinely referred to through most of the book as little monkeys, and little yellow cowards, brutal child rapists and so on.  I would have like to have heard some more honesty here.  He could mention something about the US propping up a Latin American style terror regime in S. Vietnam.  The bombing of S. Vietnam, the use of chemical warfare  on the land to drive the people into concentration camps and the eventual spread of this war all over to N. Vietnam, Cambodia, Laos.  The US dropped more bombs on Cambodia for instance than the entire Allied forces during the entire second world war.  The only character who seems to know this is going on is portrayed as a leftist pot smoking traitor who is forced to commit suicide by Kelly.  This book kinda makes me sick the more I think about it and I shall not go on.  I know Clancy supports right wing ideology and sometimes is on right wing radio and TV and with this book makes porn for the right.  With that said as long as you know this is fantasy and fiction it's ok, because there are good parts to the book.  I mostly focused on the bad because I don't want people to think this is realistic or that the world works like this or that everything is in black and white. For a more realistic perspective of the drug trade on the street level watch the series The Wire and grow some sympathy for people who are trying to survive in a different way of life from you before you cheer some fantasy right wing superhero murdering them.",09/16/2011 0:00,Right wing fantasy. (some spoilers),2
,2242052,"John Kelly's wife is killed in an automobile accident. The book begins by describing his dealing with the loss of his wife. John befriends a former prostitute who is on the run from the cities leader in organized crime.  Kelly then falls in love with Pam, a prostitute, who has escaped from her pimp, who works for an up and coming drug lord. John Kelly is an ex-navy SEAL.  The pimp/drug lord has a hit done on Kelly and kidnaps Pam. Though Kelly is left for dead, he is taken to the hospital and recovers. In the meantime, Pam is brutally tortured and murdered.This triggers John Kelly's vengeful attitude. He takes it upon himself to seek justice be tracking down and trying to kill every member of the offending organization.What a brilliant  fast pace book.  I highly recommend it.  I also loved HUNT FOR RED OCTOBER by Tom Clancy.",05/06/2010 0:00,FAST PACE  ACTION PACKED,5
,2242052,"This could be Clancy's best. Finally, Jack Ryan takes a backseat to the real hero.",03/19/2000 0:00,Without Remorse,5
,2242052,I have read all of Tom Clancy's Books and have come to the conclusion that this is his best book.  I have enjoyed all of his books BUT this book grabbed a hold of you and does not let go until the last page.  This is a  change from his normal books. It ususally takes about the first 100-200  page to get into the story.,05/11/2000 0:00,Clancy at his best,5
,2242052,"Rest in peace, Tom Clancy. You wrote books so big they could be used as house bricks in an emergency. Your plots were so complex they needed alternate universes to make sense. Your Jack Ryan is one of America's favorite characters, because he represents the truth, justice, and American way that they strive for. You named one of your books \Red Rabbit\""",," of spy novels. You were inseparable from the words \""New York Times Bestseller\""",
,2242052,Great book.  Makes you want to know more and more about John Clark.  Hopefuly Clancy will fill in the gap between this and Rainbow.  Fast read.,10/14/2011 0:00,Great Book,5
,2242052,"This book was extremely well written.  It is a total suspenseful page turner.  I never wanted to put it down.  I had to force myself.  It is a really exciting story of revenge, action, and mystery.",12/22/2011 0:00,Exhilerating!,5
,2242052,If you are a Jack Ryan fan then you will want to read this book to continue with his stroy.,02/20/2014 0:00,great story,5
,2242052,"I've just finished reading \Without Remorse\"" and greatly enjoyed learning more about the character John Kelly",,1,
,2242052,"In 'Without Remorse,' Tom Clancy tells us the story of CIA legend Mr.  Clark.  'Remorse' Takes place during the frantic days of the Vietnam War  when ex-Navy seal John Kelly is content to live a solitery life after the  death of his wife and child.  When a new friend of Kelly's is brutaly  murdered and he himself injured, he becomes John Clark and takes the law  into his own hands.  While Clark's rampage is in full swing in Baltimore, a  downed Mormom pilot is taken prisoner in Vietnam.  The top brass are  adamant that this pilot be brought back before he is forced to give away  defence secrets.  Clark is called in and sent back to battle for one final  mission.  The results of both Clark's military mission and his destructive  personal vendetta make this a thriller in the great Clancy tradition.  'Without Remorse' sets the stage for the 'Jack Ryan' novels in which John  Clark is a major character and is another thrill-filled novel from the  master.",08/22/2000 0:00,The Birth of a Legend,4
,2242052,"While it's sometimes hard to follow with sudden scene changes, this was really good & very complex. It made me think.",11/17/2013 0:00,Wow Remorse,5
,2242052,"For those of us that avoid interactions that are a tad towards violent behaviors Clancy has a way of allowing those of us to sublimate without harming anyone or being harmed... Action, adventure and many times a good result after a time of severe difficulty...",05/10/2013 0:00,I like Tom Clancy's ways of telling a story...,4
,2242052,"Well written, realistic personal adventure book. Keeping in the Tom Clancy style this is another lovel tying together the numerous characters in the Tom Clancy series. Tom Clancy's attentiion to details, and accuracy of times and actual places and equipment give the reader the feeling of really being immersed in the story and not just standing outside.",03/24/2008 0:00,Without remorse,5
,2242052,"Read it for the second time and enjoyed it as much as the first time.A fast moving, page turner. Typical Clancy.Outstanding",07/11/2014 0:00,Read it for the second time and enjoyed it as much as the first time,5
,2242052,"This just popped into my review folder. I read this book many years ago but, Without Remorse is perhaps my favorite book of all time. This was written back when Clancy did all his own writing and research and it shows. While in the beginning you may ask yourself, why do I need to understand how to tie a bowline or a clove hitch for example, you will find out as you read that you are being lead down a path of understanding that makes the story rich and visual. For anyone who wants to know how John Clark began and how he became such a bad*ss this explains it all in the most brilliant work Tom Clancy has ever produced.",02/25/2013 0:00,Tom Clancy's Best,5
,2242052,"I am a fan of Tom Clancy novels.  I love the twists and turns and the unexpected situations the characters come upon.  Without Remorse definitly held up.The things I disliked about the book were things that would make it not a good book.  I generally dislike the language a lot of the characters used, especially those in the drug rings.  But I realize that is probably true to life and must tolerate it in that snese.  It does serve the purpose of making me dislike the drug cartels even more than I already did, if that's possible.I felt fear and apprehension while Kelly/Clark returns to VietNam.  I understood why he did the things he felt he had to do, though terribly wrong in principle.  I liked most that Kelly/Clark realized he could not change the world, only contribute in some small sense.  If he believed he could right all the wrongs in the world, it wouldn't be as compelling to read.  But he wants to typify the idea that good people cannot stand aside and let evil occur, else they are supporting that evil.  But he does it with a vigilante type justice that should only be taken up in novels.I relly liked how the Ryan family became involved in the story.  If foreshadowed and made me think what would Emmett think knowing his son will soon be under the protection of that 'Invisible Man'?Without Remorse is a definite must to those who are Clancy fans.  Enjoy.",06/11/2002 0:00,Great Clancy,4
,2242052,"The first thing you notice about 'Without Remorse' is that it is NOT a Jack Ryan adventure, in fact he is nowhere to be found within the many pages of this book.  Clancy took a gamble on this knowing it would ultimately turn off some of his die hard Ryan fans, but if you pass this one up, you are losing out on quite a literary adventure.  Only John Clark comes close to being as well developed as Ryan...but we have no idea about how he came to be who he is today, and more important, the WHY?  'Without Remorse' tells John's tale, which is far from a pretty one.John's tale begins during the Vietnam War and moves from one continent to another and show's us what John is made of, and why. He never set out to be John Clark (not his real name), in fact the events which transpire and ultimately force John to do the unthinkable are horrific indeed, but it makes you wonder what you would do given the same circumstances...  I wouldn't go so far as to say I would actually do the same, but would I entertain the thought?  Yeah, sure.  What limits do we have as humans?  We get to find out Clarks here in a decidedly different story than what we have come to expect from Clancy, and easily one of the better novels he has produced.  I also very much enjoyed 'Rainbow Six' which seemed to be panned by many, but hey, I'm a BIG John Clark fan...  'Without Remorse' is a worthy addition to Clancy's great collection of works, and very worthwhile to buy and read.",04/10/2001 0:00,"Different -- but in this case, different is GOOD",5
,2242052,"This story is in the best tradition of Clancy. Parallel stories, all filled with action and suspense. Some end the way you expect and some don't. The characters come alive as only Clancy and a few others can make them.",06/10/2014 0:00,Unlimited action and suspense.,5
,2242052,"Let me start by saying that I'm not a big Clancy fan.  I read some of his stuff, but I find that his books too often drown you in pages of technical details that have little or nothing to do with the actual plot.  I find that Clancy is one of the few authors I've read where I can honestly say the movies are often better than the books.  Without Remorse is free from most of these dry details though and that makes it a great book.  I think this is because there is simply so much going on that Clancy doesn't have time to fit those details anywhere.This book is pretty unique for Clancy in that it explores the history of his recurring CIA character, John Clark (aka John Kelly).  The action and suspense in this book are, in my opinion, second to none when matched against anything else Clancy has written (or at least that I've read).  Clancy paints a great picture of a man with problems who falls for a woman with much bigger problems, all while trying to do his job for the CIA.  A must read, not for only Clancy fans, but for anyone who enjoys edge of your seat suspense.",06/08/2004 0:00,Clancy's Best,5
,2242052,"Tom Clancy has written an engrossing story.  I really enjoyed it and then recommended it to my husband, who also enjoyed it.  It was one of those books that was hard to put down.",05/30/2014 0:00,Great book,5
,2242052,"Well written story from Mr Clancy. This will hold your attention until you are so tired you have to go to bed, then get up to finish it.",04/08/2014 0:00,Excellent again!,5
,2242052,"This was the first Clancy book that I have read. The action is excellent from the first page to the last. The characters are unique in that they tend to fit well. A former Navy seal is the focal point of the book who falls for a girl that is being used by a drug lord. The girl is killed and the Navy seal plans to take his own style of justice to the drug dealers and eventually the ones who killed the girl. Along the way he is challenged by the Navy to go on a deadly mission inside of Viet Nam. Fortunately the mission is scrubbed in time as the bad guys get reinforcements because of a leak back home about the mission. Our Navy seal returns to the states to finish his work with the drug dealers, but also to do one more favor for the government before they give him a new identity and put him to work for them. He has to eliminate the guy who leaked the information about the mission. There are other side adventures that the Navy seal undertakes which makes the book keep the reader's attention as you read through the 800 or so pages of action and thrills. This one is worth the read.",12/24/2010 0:00,Thrilling Adventure,5
,2242052,"Time to piss off a lot of people, but I've read my share of Clancy and I gotta tell you this:  He's not a very good writer!!!  Oh my gawd!!  Someone catch the lady who just fainted.  Clancy is a great researcher, which is clear in any of his books.  But...that doesn't make up for transparent characters and gratuitous plot manipulations.  Now . . . I loved Clear and Present Danger and Red Storm Rising, Patriot Games was okay and Hunt For Red October was straight-out boring in most parts,  but I read Without Remorse when it first came out and I had hoped that Clancy had taken a Creative Writing course in his spare time between reading technical manuals for Typhoon-class submarines and interviews with the CIA.  There is a different voice to Without Remorse.  Its straight-forward, kick-ass reading.  Reads like an early Metallica song.  This is the evolution of Mr. Clark, Clancy's spook character.  Vietnam-era.  Someone f*cks around with a girl he cares about and all hell breaks loose.  This is, hands down, the best Clancy book I have ever read.  It's like his version of Diry Harry.  Great.  Too bad he will probably never duplicate its sheer exuberance.  Oh well.  Read it!  It rox!",04/17/2005 0:00,Clearly Clancy will never reach this level again!,5
,2242052,"Without Remorse is prerequisite reading to fully appreciate later books with Mr. Clark, to fully appreciate why he does what he does.",04/10/2013 0:00,Prerequisite reading,4
,2242052,"I am a bit Clancy fan and have read all of his recent stuff.  It was great to read one of his first novels.  Many of his recurring characters were introduced here and it was interesting to see John (Kelly) Clark as a young man just starting out.  Clancy's writing has certainly matured over the years, but this was a great, exciting read.",02/08/2013 0:00,Classic Clancy,4
,2242052,"found parts tedious and skipped hundreds of pages, but read the beginning and though skipped many pages, read through to where Pam is murdered and the hero is released from hospital; then read abit after that, then skipped to the end. what I like about it is it tells the story of a young sex slave who temporarily escapes her slavers, finds refuge and hope, only to be murdered by them in the end. I like that the story tells a believable fictionalized account of what happens to so many young people forced into prostitution and describes the hell of their life, detailing how they are victimized and controlled. to me, the hero is dumb and his character inconsistently written. dumb because the young woman tells him what she's been through and where, but he drives to that part of town anyway, confident he can protect himself and her, not asking himself what could happen if he were unable to handle the situation, though he knows nothing about the drug world or how it operates. I found his over confidence annoying, especially considering the slave pays with her life. I thought his character inconsistently written because the author writes how careful and cautious a sailor he is, then has him cockily cruise a drug infested neighborhood, which leads to the heroine's torture and murder. 2 and 1/2 stars for the believable story of the slave.",06/16/2014 0:00,unable to finish it all (spoilers)...,2
,2242052,"In this book we finally get to know Mr. Clark.  Clancy, unlike he does in his other books, focuses a lot on a love story which is the basis for the action in this book.  Although Mr. Clark's military skills are talked about in great description, it is not another military he ends up using them against.  His fight is against drug dealers and pimps, and the story is great.  One has to read it to understand because this is not the typical \love story\""",,2,
,2242052,"My only complaint about this story is that it is the first in the JOHN CLARK series, NOT the first in the JACK RYAN series. Jack Ryan has a bit part and no more.I did like the story a lot, and plan to read the other two books in the JOHN CLARK series. I also just finished the real first book in the Jack Ryan series - Patriot Games - and liked it even more. I expect I'll enjoy all nine books in that series.",12/27/2013 0:00,This is NOT a book in the JACK RYAN series,5
,2242052,"I'd have to say that John Clark is perhaps the best character ever created.  Tom Clancy's character is going around Baltimore and DC taking out the worst of the criminal underworld leaves the police perplexed and in a quandry?It is a sad tale of woe for Clark, and it really helped to set the tone and aly the ground work for the rest of his booksCheck it out[...]",11/18/2012 0:00,"Revenge, Awesome",5
,2242052,"The Most Unput-Downable Of All of Tom Clancy's works. First of all, my apologies to Sir Winston and Daniel Webster for the title, but this was the effect of the book in question upon me. Second, I have just reviewed the one-star reviews of this book, and was amazed, though those people certainly have the right to their opinions. To me, this book is just something, once I have picked it up, that I am in deadly danger from, even if I have picked it up just to look at one section. I end up reading the whole thing. Again. There are sections that just demand that I read them, like where Nurse O'Toole alone sees John Kelly's face when he sees the last picture of Pam. The language is not perfect, but how that is described is very, very good. The scene with the pimp in New Orleans is interesting, particularly because Kelly decides to answer his question. The scene were Kelly reaches the Closest Point of Approach with the one drug dealer on the street is a personal favorite of mine.Tom Clancy wrote a realistic book about what a man would do if he had the training and the motivation and nothing to lose. The consequences Kelly inflicts upon those that hurt him are entirely realistic, and the fact that he considered himself better than his targets was also true to life. Soldiers of anykind who are that motivated would view the drug dealers as scum, and soldiers tend, no matter what a philosopher would tell you, to think in terms of good-guy/bad guy even when they are not so roused. Special Operations soldiers would be even more prone to this mentality, and the way Mr. Clancy has Kelly methodically roll them up is entirely chilling in its ruthlessness.At first, Kelly has no motivation but revenge. \Una salus victus nullam sperare salutem. The one hope of the damned is that they have no hope of salvation.\"" My apologies to linguists everywhere; I undoubtly butchered that translation",,and his motivation changes. The journey becomes less about revenge and more about defending those that can not defend themselves. I am not a violent person,
,2242052,My favorite Clancy novel.  John Clark is not someone to cross.  This book is hard to put down.  Great book.,10/12/2013 0:00,No remorse,5
,2242052,"Tom Clancy probably wrote this on a ship in his early 20s.  It's a great example of a first novel, and how much better an author can become.  There is less than 1 paragraph about Jack Ryan in this book - when he thinks about which college he will attend at age 18 - VERY misleading to Jack Ryan in parenthesis in the title!",10/23/2013 0:00,Amateurish and misleading about Jack Ryan,2
